Traffic_Light_State,Weather_Condition,Traffic_Condition,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h
Green,Rain,Medium,40.800.087.494.519.800,-7.386.882.707.696.440,198,5.117.219.584.662.890,10.860.568.939.044.000,0,-3.007.820.480.894.170,82,13,26.195.945.975.281.500,"199573612430671000,00%"
Yellow,Fog,Medium,4.068.988.259.970.480,-7.393.008.769.549.060,117,32.083.950.282.752.100,4.201.268.224.317.510,0,5.194.477.299.100.250,22,29,17.289.180.853.183.700,"1343241502864580000,00%"
Red,Fog,Medium,408.416.660.708.054,-7.377.010.600.880.770,13,49.550.606.903.841.700,6.234.047.759.407.990,0,-7.098.505.763.487.820,68,49,20.742.024.795.848.700,"2122909966564870000,00%"
Green,Rain,Medium,40.727.232.097.575.000,-7.377.160.725.561.990,171,38.205.935.677.476.100,20.470.909.400.302.800,0,41.543.381.474.562.900,9,33,33.865.873.219.915.200,"783064900808120000,00%"
Yellow,Rain,Medium,4.083.704.447.837.610,-7.378.687.705.554.390,115,7.151.010.792.287.380,53.989.276.651.463.400,0,6.623.187.247.743.790,11,30,2.462.991.972.300.630,"2073047564019410000,00%"
Yellow,Fog,Medium,40.780.650.133.983.000,-7.396.017.191.755.510,25,5.184.915.095.318.510,5.914.657.049.216.660,0,762.254.428.912.398,26,47,21.707.225.740.986.100,"2814440046653050000,00%"
Red,Fog,Medium,4.088.452.569.708.090,-7.374.816.242.012.260,185,4.658.833.336.333.450,3.324.141.260.104.850,0,-7.589.685.677.401.430,83,44,4.196.830.307.863.550,"2323163523578160000,00%"
Green,Clear,Medium,40.674.515.174.087.400,-7.381.067.644.346.140,51,2.228.432.643.029.440,29.654.748.948.347.100,0,-5.629.825.290.774.530,27,15,41.916.930.768.586.600,"1015968663017360000,00%"
Green,Clear,Medium,4.080.146.869.861.440,-7.394.441.349.379.190,29,4.304.982.778.892.350,758.208.978.110.352,0,7.732.080.872.637.420,10,18,23.771.816.423.344.200,"998612501366568000,00%"
Red,Rain,Medium,40.811.322.123.964.800,-7.398.522.688.922.370,40,3.433.986.839.956.670,7.406.597.469.835.810,0,41.441.049.791.081.300,68,4,19.208.129.570.997.900,"110792357598913000,00%"
Green,Rain,Medium,4.077.608.774.157.420,-7.395.485.933.450.370,36,635.720.666.591.739,5.676.280.250.044.940,0,9.939.530.704.190.790,26,43,3.470.305.930.313.580,"16830156643901900,00%"
Red,Clear,Medium,4.087.269.915.893.530,-737.759.854.636.966,134,7.770.222.421.982.250,19.431.062.292.682.600,0,9.057.906.960.251.950,19,46,48.437.912.422.679.000,"134216613179726000,00%"
Green,Clear,Medium,4.082.351.975.407.160,-7.376.662.540.822.700,58,23.442.152.073.695.500,142.518.257.389.243,0,-8.307.569.401.174.890,20,14,3.231.009.617.364.100,"2792646612659020000,00%"
Red,Fog,Medium,4.065.490.624.834.470,-738.845.793.854.049,198,4.270.416.522.049.880,17.624.965.607.360.900,0,363.047.246.191.186,56,10,48.462.401.716.344.800,"2986785311195120000,00%"
Green,Clear,Medium,4.067.983.762.708.380,-7.397.068.755.610.780,26,6.289.590.907.400.020,672.219.037.854.033,0,9.239.057.720.198.680,37,14,4.803.412.397.391.760,"1653996832336750000,00%"
Yellow,Clear,Medium,40.863.872.057.662.700,-7.390.264.436.618.760,25,3.627.880.327.981.120,10.974.197.783.222.900,0,-5.105.460.228.515.620,68,37,20.887.641.268.584.300,"530216308545509000,00%"
Green,Snow,Medium,4.079.834.242.397.520,-7.395.635.395.028.140,166,22.420.727.843.384.900,21.043.156.010.936.500,0,9.699.862.899.532.490,93,7,823.730.968.030.833,"2706840461524810000,00%"
Red,Snow,Medium,40.893.102.156.792.300,-7.381.548.319.833.800,129,402.749.660.683.609,27.718.398.873.618.000,0,-45.666.546.175.106.400,99,33,210.768.448.644.587,"163906229974616000,00%"
Green,Rain,Medium,40.631.310.719.527.300,-7.398.831.975.310.570,139,3.168.116.237.527.840,5.703.125.448.945.490,0,5.247.103.627.590.470,39,5,254.357.322.752.771,"1204890894214600000,00%"
Green,Clear,Medium,40.663.134.432.583.400,-7.396.830.308.307.640,181,496.221.588.453.016,623.604.385.300.834,0,-29.714.596.540.693.900,59,8,727.800.670.740.706,"169638784693089000,00%"
Green,Clear,Medium,4.075.389.916.396.640,-7.386.100.537.929.300,154,6.233.618.890.477.660,49.487.642.665.492.500,0,-4.847.319.476.105.920,73,41,9.699.384.617.329.960,"2824592461235670000,00%"
Red,Clear,Medium,40.839.362.685.699.600,-7.382.604.936.232.360,96,3.317.873.069.767.280,7.933.431.119.048.050,0,-41.945.309.680.964.100,83,33,13.346.812.517.734.300,"1337686669283050000,00%"
Green,Clear,Medium,40.806.542.544.930.500,-7.394.821.681.606.320,48,6.975.020.502.561.290,62.414.338.586.541.700,0,4.805.467.410.213.810,10,1,5.960.786.125.895.050,"113770535511038000,00%"
Red,Snow,Medium,40.833.624.980.019.700,-7.391.369.886.885.780,166,60.014.048.670.365.400,4.333.532.213.873.490,0,-3.487.562.868.112.810,80,3,20.788.222.101.798.600,"2325709864460290000,00%"
Yellow,Fog,Medium,4.071.198.120.738.580,-7.389.645.142.968.340,122,514.000.773.652.901,654.209.414.668.787,0,-8.011.780.860.224.030,60,31,6.220.804.749.617.310,"2815071823298270000,00%"
Yellow,Rain,Medium,4.072.027.405.336.610,-7.391.013.344.173.290,129,2.027.763.446.952.530,6.699.662.084.662.040,0,49.183.537.657.903.500,75,46,8.607.395.601.265.370,"289999768837650000,00%"
Yellow,Snow,Medium,4.084.239.015.066.140,-7.384.065.469.339.320,34,3.532.666.352.425.200,32.962.598.376.565.300,0,-7.101.012.440.201.650,21,14,48.590.699.589.596.100,"297182897515023000,00%"
Green,Snow,Medium,40.856.020.945.802.800,-737.651.606.993.671,154,4.209.675.670.281.310,4.235.737.797.925.910,0,9.833.848.945.754.530,42,14,44.732.328.172.122.400,"147892676132681000,00%"
Red,Clear,Medium,40.622.390.727.721.100,-7.390.744.064.365.160,133,7.573.074.127.998.330,13.116.150.208.041.500,0,-9.828.196.744.143.590,14,17,4.221.356.929.397.340,"1640829633935780000,00%"
Yellow,Rain,Medium,40.695.633.149.365.500,-7.386.936.789.457.170,79,30.685.374.063.886.200,15.776.538.634.697.200,0,-48.135.703.077.989.600,73,1,4.589.719.732.317.180,"761883945351969000,00%"
Red,Rain,Medium,40.889.767.670.620.300,-7.371.690.065.769.480,38,31.927.070.775.981.400,707.227.066.314.737,0,-2.029.528.251.003.720,68,32,4.252.891.117.469.430,"2581774687555220000,00%"
Red,Snow,Medium,4.077.462.118.572.460,-7.396.239.920.118.750,69,2.726.600.782.820.820,2.713.451.160.618.080,0,21.099.067.543.752.100,76,21,2.755.874.577.865.910,"795349319129977000,00%"
Red,Fog,Medium,40.684.584.436.170.200,-7.378.919.759.239.780,155,20.530.348.551.999.300,11.761.888.523.423.000,0,-17.422.930.586.332.900,88,30,23.996.570.792.781.600,"682909626702101000,00%"
Red,Clear,Medium,40.865.679.115.049.800,-7.380.532.188.903.510,115,30.214.205.511.232.400,6.228.828.764.186.870,0,-11.844.969.588.162.700,26,9,4.032.171.873.813.170,"2710626174911950000,00%"
Red,Fog,Medium,4.081.861.601.350.240,-7.394.924.104.628.090,197,7.733.001.715.278.540,3.702.518.427.457.350,0,5.760.559.208.497.920,47,46,48.850.677.158.717.700,"1099666564502320000,00%"
Yellow,Clear,Medium,4.071.153.649.205.210,-7.376.171.431.017.960,47,5.222.264.384.562,5.175.695.778.011.820,0,6.657.283.660.134.510,20,27,12.652.164.940.751.200,"698883652839386000,00%"
Green,Snow,Medium,4.086.880.953.532.340,-7.396.533.212.104.920,178,698.837.107.435.142,19.385.173.308.646.000,0,-8.229.400.449.689.520,42,22,33.056.191.262.005.200,"1244023216185230000,00%"
Yellow,Snow,Medium,4.069.552.059.511.040,-7.395.397.223.297.080,148,56.650.615.645.792.100,25.630.343.699.089.600,0,-7.363.186.554.772.020,32,6,4.734.328.773.744.160,"1705497729913630000,00%"
Yellow,Fog,Medium,40.766.955.372.965.300,-7.386.934.373.153.590,96,5.496.419.427.471.050,7.385.797.989.740.620,0,-5.989.532.831.845.330,10,27,3.007.309.371.776.190,"1708132150172870000,00%"
Green,Snow,Medium,4.061.731.778.175.900,-7.399.838.388.514.040,16,63.589.400.021.038.000,5.349.416.604.324.430,0,9.436.935.852.078.160,77,5,37.569.541.393.043.100,"1730894931825020000,00%"
Green,Fog,Medium,4.076.632.721.856.760,-7.380.813.169.183.970,77,3.409.242.176.188.290,6.849.962.764.318.580,0,-6.339.042.994.932.380,86,15,4.883.636.490.337.640,"59701637500551200,00%"
Red,Rain,Medium,4.078.668.882.262.300,-7.375.494.244.402.310,145,61.950.362.816.872.600,7.681.744.312.742.140,0,27.362.130.249.769.800,37,38,417.363.004.260.519,"207195077321815000,00%"
Yellow,Snow,Medium,40.894.444.793.078.900,-738.191.712.886.596,194,7.200.601.271.957.680,48.734.314.510.796.100,0,-4.741.468.169.117.070,88,43,2.018.896.299.164.960,"2312206629358550000,00%"
Red,Fog,Medium,4.060.806.661.824.630,-7.376.180.346.813.760,122,3.269.148.967.558.330,45.758.104.407.292.300,0,27.546.941.005.898.800,75,47,12.075.139.114.022.600,"1953016101624720000,00%"
Yellow,Clear,Medium,4.087.582.632.707.980,-7.377.776.886.683.360,72,5.469.592.448.264.630,5.585.963.323.770.180,0,32.680.387.227.812.600,23,41,35.654.282.349.526.200,"1470050737416220000,00%"
Green,Rain,Medium,4.072.698.867.301.570,-7.373.538.042.807.190,196,62.694.341.057.311.100,18.086.314.586.120.900,0,4.440.583.308.745.920,3,5,3.006.904.219.604.750,"645928420972939000,00%"
Green,Rain,Medium,40.821.079.143.313.300,-7.371.413.483.899.140,191,7.915.203.594.268.900,3.890.537.553.748.070,0,881.197.752.246.774,21,30,354.295.124.437.519,"2779582377640690000,00%"
Red,Rain,Medium,4.078.769.795.432.020,-7.383.572.460.651.840,169,4.601.950.260.982.940,4.909.395.294.363.830,0,5.244.658.634.371.560,35,14,26.601.598.378.062.000,"6315497595489520000,00%"
Red,Clear,Medium,40.878.140.549.644.000,-7.376.483.464.043.990,62,40.138.838.475.096.100,63.828.399.806.803.400,0,-3.986.362.694.722.580,37,10,4.618.691.114.149.770,"230744432485765000,00%"
Yellow,Snow,Medium,4.065.860.893.551.440,-7.399.649.686.231.920,148,6.338.105.381.035.680,2.339.581.385.779.160,0,699.864.810.468.737,44,8,2.877.953.738.133.570,"2864435867666150000,00%"
Yellow,Clear,Medium,4.072.156.588.865.580,-7.374.426.111.610.060,125,20.613.162.116.041.100,4.465.700.981.971.180,0,36.889.503.444.399.000,11,16,38.049.017.375.106.900,"274856837124142000,00%"
Yellow,Fog,Medium,4.066.447.067.315.670,-7.379.369.328.838.630,166,50.425.738.252.700.700,3.773.292.652.284.890,0,-5.216.416.436.235.880,9,40,30.842.107.574.087.900,"1444165456670460000,00%"
Red,Clear,Medium,40.791.321.436.595.600,-7.390.287.558.459.510,47,5.549.408.994.421.680,6.354.708.558.545.590,0,-5.351.784.253.837.900,52,17,21.128.226.530.676.400,"2098818491044120000,00%"
Yellow,Rain,Medium,40.677.150.409.382.100,-7.379.839.942.741.820,118,32.536.038.587.425.800,536.062.964.813.331,0,16.161.924.264.381.600,67,46,4.139.764.195.812.460,"627052509951412000,00%"
Yellow,Fog,Medium,40.875.251.719.906.200,-738.279.531.794.324,148,3.660.005.125.835.050,23.691.796.516.484.600,0,-9.389.420.848.853.410,11,46,45.470.836.773.810.200,"1515340755203910000,00%"
Red,Clear,Medium,4.077.588.427.464.650,-73.955.653.783.341,71,7.371.131.687.527.420,63.916.658.567.748.700,0,7.495.194.369.996.770,54,43,1.666.388.556.598.980,"1108851058137610000,00%"
Red,Snow,Medium,4.068.110.007.307.580,-7.385.242.518.919.410,107,6.498.573.963.629.800,697.632.676.512.711,0,43.572.264.140.751.000,31,28,4.451.900.535.867.890,"202702126751898000,00%"
Yellow,Rain,Medium,4.067.361.139.034.940,-7.377.052.394.211.750,145,35.600.191.717.708.000,4.295.484.293.167.780,0,-4.299.282.177.711.000,37,36,3.514.441.452.994.370,"2831991450532710000,00%"
Yellow,Fog,Medium,40.616.476.392.372.100,-7.382.483.874.587.260,118,4.064.692.491.195.140,4.613.413.680.662.470,0,-4.882.332.323.561.640,5,25,3.869.553.742.965.500,"2062736855896160000,00%"
Yellow,Rain,Medium,40.718.307.665.995.400,-7.373.226.231.786.270,58,30.553.957.196.501.400,4.580.248.453.019.010,0,6.642.204.930.353.630,94,22,16.537.962.960.891.900,"214137314957137000,00%"
Red,Fog,Medium,4.079.346.804.410.190,-7.386.623.682.972.650,97,458.953.067.343.136,7.648.521.582.197.960,0,-4.337.729.764.347.490,63,31,18.574.399.670.950.600,"298272860900642000,00%"
Green,Rain,Medium,4.083.893.172.202.780,-7.373.630.966.730.410,159,7.516.593.437.551.160,7.329.467.800.406.340,0,-24.482.653.876.512.700,85,13,20.531.642.825.929.000,"232413549625313000,00%"
Red,Snow,Medium,40.745.979.598.322.600,-739.123.726.025.329,193,6.030.837.534.992.690,6.741.369.115.380.010,0,85.642.771.451.457,37,12,18.040.380.462.379.100,"1735823247192060000,00%"
Green,Snow,Medium,40.630.887.550.214.800,-7.393.280.529.692.650,13,4.685.454.144.432.180,7.683.823.669.623.890,0,-4.095.680.119.624.840,70,27,24.259.704.918.379.400,"2354192581096550000,00%"
Yellow,Rain,Medium,40.613.162.716.831.700,-737.569.008.846.554,123,7.117.798.834.219.390,1.687.822.176.779.980,0,-28.689.140.324.888.700,47,34,20.416.158.294.137.000,"2959776182808410000,00%"
Green,Clear,Medium,4.074.515.127.257.170,-7.374.903.977.976.580,78,7.752.789.090.863.560,6.522.196.613.927.580,0,6.472.800.023.224.160,80,15,42.901.244.588.005.700,"2489625906054170000,00%"
Red,Rain,Medium,4.073.262.401.853.230,-7.381.730.577.642.770,102,7.540.814.377.239.840,4.060.165.994.773.750,0,-1.402.986.751.438.470,15,8,4.768.328.830.188.400,"956088208113969000,00%"
Yellow,Rain,Medium,40.862.663.139.818.300,-7.370.904.333.287.820,158,5.895.733.630.200.800,6.186.059.290.518.130,0,-11.783.188.275.287.400,89,16,476.243.802.138.091,"1073409239354120000,00%"
Yellow,Fog,Medium,40.798.317.216.402.900,-7.393.701.348.762.790,80,4.590.170.523.375.320,611.162.837.824.602,0,6.802.768.773.548.440,23,1,15.395.461.167.874.600,"1595244452219650000,00%"
Green,Snow,Medium,4.073.456.748.945.790,-73.819.911.719.649,137,771.986.193.272.311,597.983.815.267.675,0,6.715.069.500.191.280,48,5,7.367.906.028.478.270,"589104045338786000,00%"
Green,Fog,Medium,4.089.678.955.234.200,-7.381.878.319.650.580,110,5.594.282.153.677.700,14.685.401.836.429.000,0,9.711.498.520.171.230,88,37,13.790.148.039.435.700,"192702212791758000,00%"
Yellow,Snow,Medium,4.076.803.213.606.280,-7.387.668.828.977.910,185,7.473.610.589.780.570,1.956.437.879.956.520,0,-19.010.491.224.921.400,21,12,22.709.442.738.256.700,"838480647497152000,00%"
Yellow,Clear,Medium,4.061.362.131.765.020,-7.379.428.972.444.460,164,5.542.750.708.928.230,38.084.067.129.332.000,0,-957.017.140.189.824,97,45,49.651.623.397.227.700,"1231713028139180000,00%"
Green,Clear,Medium,4.066.316.587.016.600,-737.672.461.833.084,166,37.467.023.146.274.000,53.492.989.495.896.200,0,-3.053.855.285.932.490,79,44,11.196.783.292.764.500,"2494987112664180000,00%"
Green,Clear,Medium,40.877.808.299.633.200,-7.395.859.552.408.810,14,3.781.721.371.526.730,49.687.417.998.396.000,0,-3.735.169.145.905.090,93,11,18.464.619.863.268.600,"899518048482804000,00%"
Red,Clear,Medium,4.074.072.035.534.010,-7.390.918.500.045.740,89,46.297.238.764.634.300,6.900.807.560.917.790,0,3.691.527.493.126.570,5,18,9.301.878.890.035.840,"1445197845078100000,00%"
Green,Clear,Medium,4.067.984.807.446.060,-739.062.094.537.466,101,58.974.227.881.373.000,45.356.868.276.355.700,0,3.612.892.858.692.650,84,7,3.448.691.400.954.620,"2523154072112620000,00%"
Yellow,Snow,Medium,4.087.912.977.967.360,-7.382.324.121.318.780,181,23.904.386.190.298.100,3.741.606.443.612.180,0,8.076.441.752.767.420,38,19,20.166.557.408.849.500,"866309936689437000,00%"
Red,Snow,Medium,40.683.179.768.394.300,-7.377.455.087.620.020,87,40.108.186.498.065.600,5.003.179.341.674.780,0,3.180.919.684.557.170,40,10,2.775.370.802.472.770,"1024983354256910000,00%"
Red,Snow,Medium,4.076.543.509.411.720,-7.386.266.855.842.330,20,29.811.103.217.199.500,41.085.265.908.815.100,0,-6.985.841.876.569.050,83,12,28.941.103.249.084.100,"2274964864735540000,00%"
Green,Rain,Medium,40.804.029.886.301.400,-7.372.597.163.571.300,119,6.830.434.436.955.390,30.495.601.033.565.700,0,-5.022.447.278.480.740,40,1,39.189.762.535.362.000,"824482792880109000,00%"
Green,Rain,Medium,40.643.248.758.816.500,-7.393.667.855.624.470,151,5.271.672.350.783.750,5.528.455.369.806.320,0,7.748.222.240.511.060,17,45,11.956.524.357.987.000,"1397685427431120000,00%"
Yellow,Clear,Medium,4.073.808.362.081.640,-7.395.200.733.661.090,110,5.034.802.268.269.380,13.764.372.687.480.600,0,-15.956.618.585.591.800,82,11,32.989.775.937.352.200,"5050384361041400000,00%"
Yellow,Fog,Medium,4.085.054.131.776.520,-737.187.941.143.582,148,5.454.356.752.342.840,3.536.296.002.869.350,0,15.241.049.312.094.400,39,26,10.662.809.561.100.500,"1476189557956830000,00%"
Red,Rain,Medium,4.080.194.954.721.790,-7.372.468.905.371.160,60,6.985.696.815.374.740,7.429.190.051.420.030,0,8.819.818.659.896.840,87,28,12.195.702.231.431.400,"1594200254696400000,00%"
Red,Snow,Medium,4.062.932.424.677.880,-7.373.411.461.040.400,139,30.699.274.859.455.900,4.609.791.108.273.780,0,-82.921.470.520.261,46,26,5.843.036.647.609.730,"965087216524763000,00%"
Red,Snow,Medium,4.081.923.926.823.600,-7.385.323.311.579.650,109,2.220.993.706.951.710,57.737.980.527.321.500,0,-2.699.815.236.267.990,80,46,16.003.191.556.473,"28576188966651600,00%"
Yellow,Clear,Medium,4.083.908.145.624.590,-7.370.183.020.273.220,56,22.151.490.521.752.100,57.836.568.660.072.300,0,-4.644.151.946.751.790,6,46,13.424.724.440.111.900,"2121734863241230000,00%"
Red,Clear,Medium,4.072.114.546.449.370,-7.399.000.257.759.790,188,213.954.984.570.306,25.131.236.214.622.200,0,9.552.959.147.944.210,85,11,24.866.886.930.821.900,"120564791224355000,00%"
Yellow,Clear,Medium,4.067.473.736.495.400,-7.391.024.878.748.200,149,3.999.525.039.898.720,50.010.288.033.161.200,0,-7.188.459.794.708.510,99,11,2.837.586.110.194.340,"944910427629932000,00%"
Yellow,Fog,Medium,4.067.456.322.432.340,-7.378.541.834.261.150,26,2.120.101.465.751.360,3.719.452.954.751.640,0,2.928.897.601.815.660,29,23,18.717.074.181.624.900,"2840048306629700000,00%"
Green,Clear,Medium,4.063.784.938.515.940,-7.371.894.422.029.280,131,578.509.184.199.033,5.748.246.071.846.980,0,7.637.039.269.259.070,64,26,50.457.654.527.849.300,"89812469265514100,00%"
Yellow,Snow,Medium,4.061.915.979.594.530,-7.386.689.955.694.100,131,5.286.953.873.181.860,4.270.112.500.773.750,0,-2.120.431.997.783.240,81,48,5.795.541.849.639.440,"2182278409517200000,00%"
Yellow,Clear,Medium,406.679.836.840.084,-7.370.447.921.997.960,77,3.542.745.207.045.830,4.735.138.337.537.690,0,40.918.411.736.569.800,67,33,2.874.183.120.723.730,"268979626381573000,00%"
Yellow,Rain,Medium,4.068.019.095.218.730,-7.387.415.922.913.050,89,6.722.746.301.885.460,6.927.471.744.108.280,0,8.885.904.734.445.360,34,40,4.992.442.117.328.380,"828561301792010000,00%"
Red,Rain,Medium,4.081.072.396.956.840,-739.110.294.121.126,135,7.117.066.911.035.800,40.128.969.974.610.400,0,14.025.705.648.475.100,81,40,14.491.470.280.956.900,"1579622391370510000,00%"
Red,Clear,Medium,4.072.825.927.037.640,-7.377.566.022.905.350,177,7.036.002.751.643.610,5.963.061.816.370.560,0,-28.918.651.255.065.500,89,16,10.225.372.169.221.200,"2403244842668920000,00%"
Red,Rain,Medium,4.082.167.210.078.640,-7.372.162.985.973.780,182,3.917.559.843.676.790,5.933.598.922.496.440,0,8.250.516.577.130.680,85,13,36.033.817.077.371.600,"778959560179333000,00%"
Red,Rain,Medium,4.081.748.938.107.510,-7.378.736.941.444.660,147,5.340.840.556.819.230,6.200.180.078.801.580,0,13.502.657.391.185.800,99,8,18.810.456.558.034.800,"2461580989605190000,00%"
Red,Fog,Medium,4.066.182.190.843.710,-739.694.114.974.911,194,3.655.047.422.099.810,20.876.610.851.556.500,0,-7.000.385.391.576.860,26,39,28.579.391.698.645.700,"265132194954785000,00%"
Green,Snow,Medium,40.665.027.207.714.800,-7.399.286.313.928.670,134,38.238.792.107.659.800,4.235.046.987.897.600,0,-35.987.981.792.810.600,58,5,17.034.798.883.716.200,"2196130861169590000,00%"
Yellow,Fog,Medium,4.069.412.489.872.950,-7.391.299.169.942.050,71,2.714.724.535.235.040,1.059.092.297.995.810,0,5.698.735.766.228.650,57,11,3.702.521.185.191.910,"770108125598258000,00%"
Red,Snow,Medium,4.082.871.070.021.180,-7.385.016.852.573.610,164,791.149.622.588.053,20.364.140.636.550.000,0,-18.564.526.098.778.000,8,9,1.454.701.542.161.190,"1644044264827200000,00%"
Green,Snow,Medium,4.077.213.517.371.100,-7.392.627.151.023.260,165,469.643.368.975.664,6.491.760.490.700.430,0,-845.531.326.095.317,51,11,26.080.538.575.455.900,"558319038120534000,00%"
Red,Clear,Medium,408.204.789.146.168,-7.373.429.853.134.050,53,23.754.547.593.484.400,26.261.871.849.955.800,0,-9.583.536.363.399.890,90,0,22.848.545.017.979.800,"790141913490227000,00%"
Red,Rain,Medium,4.078.699.039.770.320,-7.396.919.543.624.500,75,39.375.460.634.135.600,7.217.973.924.832.050,0,-3.249.023.126.841.500,94,37,11.026.980.565.764.300,"1376576878855900000,00%"
Green,Rain,Medium,4.086.644.276.981.540,-738.974.222.245.519,26,7.570.447.423.128.270,7.228.431.805.623.210,0,-8.313.552.683.966.830,63,35,46.536.947.109.479.500,"565386769390375000,00%"
Yellow,Snow,Medium,4.069.715.919.930.160,-7.397.171.198.464.720,53,5.967.067.232.321.730,6.459.175.656.272.480,0,6.217.808.392.672.030,26,15,8.690.043.694.030.320,"2299025033375660000,00%"
Yellow,Snow,Medium,4.079.279.057.692.940,-73.935.381.788.716,174,6.469.663.578.660.010,7.193.472.675.444.820,0,-7.737.504.980.078.290,54,35,21.561.806.405.154.500,"296370474858967000,00%"
Yellow,Clear,Medium,4.065.445.120.433.610,-7.370.046.051.416.560,169,7.234.973.028.296.970,782.107.753.041.297,0,-3.400.792.444.283.920,94,37,8.406.307.195.518.130,"1474138127238610000,00%"
Yellow,Clear,Medium,408.690.520.914.205,-738.375.916.603.829,183,6.244.418.518.646.750,64.486.234.916.157,0,-3.327.225.306.345.210,7,3,3.008.006.629.779.700,"853136499112715000,00%"
Green,Clear,Medium,4.067.789.271.852.740,-7.381.059.104.753.470,131,24.565.715.245.150.700,22.645.771.257.970.100,0,-42.432.020.021.932.400,76,46,12.991.500.586.873.200,"1953674990088490000,00%"
Green,Fog,Medium,4.065.714.376.210.900,-7.385.158.386.482.840,74,7.453.198.489.580.750,79.776.495.549.322,0,389.039.329.271.085,91,2,132.732.808.871.529,"2059823861021920000,00%"
Red,Fog,Medium,406.208.933.427.903,-7.395.681.305.695.230,98,4.550.650.831.265.420,5.631.461.794.794.340,0,-2.817.073.240.283.260,65,32,19.300.431.781.606.100,"1368483871851420000,00%"
Green,Fog,Medium,4.070.404.123.907.890,-7.374.277.389.140.700,124,6.227.906.844.028.700,36.765.431.964.870.100,0,-38.548.326.966.985.000,22,17,34.125.386.295.100.400,"1250992913324550000,00%"
Yellow,Fog,Medium,4.084.128.861.427.330,-7.376.919.780.571.430,118,28.412.919.999.126.800,11.929.110.052.887.000,0,-1.447.086.166.736.700,22,44,22.481.742.785.745.200,"228301458556600000,00%"
Red,Snow,Medium,4.079.897.404.754.310,-7.392.844.310.833.640,144,61.397.165.390.888.300,7.222.340.904.427.410,0,7.967.917.078.566.630,82,2,11.024.880.213.909.300,"1883699823455750000,00%"
Yellow,Fog,Medium,4.082.751.311.630.630,-7.390.914.283.692.990,169,26.872.762.166.269.500,7.418.506.651.446.770,0,9.797.647.554.645.310,72,13,263.011.614.876.177,"814787079905503000,00%"
Green,Fog,Medium,4.067.126.797.046.570,-7.382.606.048.189.530,179,20.860.773.007.248.300,7.465.345.432.394.310,0,-6.451.170.796.105.740,57,1,4.806.759.826.449.100,"174769172099920000,00%"
Yellow,Rain,Medium,40.662.254.359.892.600,-7.376.864.873.124.070,112,7.107.769.146.961.290,12.508.591.131.893.500,0,588.082.405.899.774,64,23,32.551.588.905.305.800,"151007248573907000,00%"
Yellow,Clear,Medium,4.088.925.376.977.310,-7.393.284.224.586.430,46,23.345.749.284.604.100,36.768.935.633.228.600,0,1.445.219.064.575.430,59,39,17.288.992.363.175.500,"634811987582891000,00%"
Yellow,Rain,Medium,40.800.453.851.945.300,-7.389.634.948.387.080,114,7.635.720.374.745.800,6.150.490.595.374.000,0,-3.389.556.372.521.990,8,45,4.435.090.983.972.970,"287112453053401000,00%"
Red,Clear,Medium,406.322.351.916.535,-7.394.794.345.744.840,20,3.506.282.058.490.080,708.561.691.296.376,0,38.949.433.321.059.900,13,27,22.392.687.615.163.300,"154483298397889000,00%"
Yellow,Fog,Medium,4.077.576.165.047.810,-7.390.528.725.833.520,144,5.860.626.394.546.740,19.741.723.836.440.600,0,56.067.936.891.147.100,62,46,12.816.740.638.941.500,"129726604742299000,00%"
Yellow,Fog,Medium,40.864.336.116.045.500,-7.378.891.577.651.170,76,7.662.753.894.023.620,5.375.302.597.444.530,0,7.931.817.248.950.310,97,33,3.739.566.314.764.610,"2659008220705050000,00%"
Green,Clear,Medium,4.075.189.949.592.060,-7.373.459.428.273.870,181,27.726.515.686.171.300,7.465.935.493.882.440,0,-42.931.331.557.618.100,34,48,14.434.713.764.713.200,"226807048416112000,00%"
Yellow,Rain,Medium,40.627.600.254.674.400,-7.374.710.389.725.810,183,746.662.697.982.468,7.297.199.175.871.570,0,401.442.526.656.266,54,9,17.527.058.326.159.600,"2428169253156850000,00%"
Yellow,Fog,Medium,4.060.805.340.550.510,-739.700.300.573.711,151,4.210.888.957.749.510,5.164.516.061.156.050,0,-5.758.334.974.856.710,8,17,3.757.019.367.305.560,"852779137240240000,00%"
Red,Rain,Medium,406.415.992.200.004,-7.373.105.873.921.640,57,6.156.801.783.888.280,51.316.334.649.363.500,0,-5.563.302.915.290.450,91,18,3.734.978.176.347.390,"279564420349214000,00%"
Yellow,Rain,Medium,4.067.057.686.085.250,-7.378.755.894.039.580,158,7.240.825.982.134.630,6.035.362.720.213.190,0,-8.273.538.251.892.210,77,5,14.768.066.655.514.300,"1693513586716110000,00%"
Red,Rain,Medium,4.073.013.029.165.160,-7.381.244.886.238.920,97,23.566.601.608.798.300,15.559.587.634.004.400,0,-13.922.107.013.595.400,36,25,11.401.321.442.517.000,"2351596089673820000,00%"
Green,Snow,Medium,4.084.552.154.735.450,-7.380.223.607.814.990,187,421.894.379.554.974,60.596.861.426.260.100,0,-839.963.588.101.551,44,16,4.955.951.841.680.740,"159458961753454000,00%"
